id,id_city,lat,lng,id_location
133,New York City,40.689,-73.8587,132
134,New York City,40.6582,-73.9127,133
135,New York City,40.7579,-73.9337,134
136,New York City,40.6272,-73.9855,135
137,New York City,40.7008,-73.9455,136
138,New York City,40.7887,-73.9458,137
139,New York City,40.8081,-73.9521,138
140,New York City,40.6631,-73.9378,139
141,New York City,40.6142,-73.9413,140
142,New York City,40.6538,-73.956,141
143,New York City,40.6874,-73.8602,142
144,New York City,40.6681,-73.9007,143
145,New York City,40.8178,-73.9399,144
146,New York City,40.6982,-73.9964,145
147,New York City,40.5845,-73.931,146
148,New York City,40.7639,-73.9977,147
149,New York City,40.8723,-73.9195,148
150,New York City,40.725,-73.8701,149
151,New York City,40.8252,-73.9535,150
152,New York City,40.7787,-73.9879,151
153,New York City,40.6373,-73.9772,152
154,New York City,40.752,-73.9714,153
156,New York City,40.7294,-73.9451,154
158,New York City,40.733,-73.9428,155
159,New York City,40.7516,-73.9724,156
160,New York City,40.6567,-73.8403,157
161,New York City,40.8058,-73.943,158
162,New York City,40.7508,-73.9923,159
163,New York City,40.706,-73.874,160
164,New York City,40.6123,-73.9957,161
165,New York City,40.7216,-73.9994,162
166,New York City,40.7419,-73.8518,163
167,New York City,40.6534,-73.8436,164
168,New York City,40.6906,-73.8301,165
169,New York City,40.6667,-73.8544,166
170,New York City,40.6544,-73.8495,167
171,New York City,40.6737,-73.9543,168
172,New York City,40.5804,-73.9635,169
173,New York City,40.7069,-73.9536,170
174,New York City,40.7782,-73.9217,171
175,New York City,40.6531,-73.9392,172
176,New York City,40.591,-73.9694,173
177,New York City,40.5906,-73.9751,174
178,New York City,40.6156,-73.9467,175
179,New York City,40.6972,-73.9959,176
180,New York City,40.7236,-73.8687,177
181,New York City,40.6696,-73.9001,178
182,New York City,40.6188,-74.0171,179
183,New York City,40.6964,-73.9404,180
184,New York City,40.8152,-73.9455,181
185,New York City,40.5757,-73.9595,182
186,New York City,40.6439,-73.9386,183
187,New York City,40.7044,-73.8589,184
188,New York City,40.7396,-73.9308,185
189,New York City,40.7161,-73.8546,186
190,New York City,40.8561,-73.9364,187
191,New York City,40.6956,-73.9172,188
192,New York City,40.6357,-73.9886,189
193,New York City,40.7782,-73.8416,190
194,New York City,40.7724,-73.9106,191
195,New York City,40.8259,-73.9373,192
196,New York City,40.6742,-73.9826,193
197,New York City,40.7448,-73.9034,194
198,New York City,40.7147,-73.8798,195
199,New York City,40.7539,-73.9936,196
200,New York City,40.7219,-73.8899,197
201,New York City,40.7665,-73.9162,198
202,New York City,40.7525,-73.8744,199
209,New York City,40.7615,-73.9269,200
210,New York City,40.7658,-73.9807,201
211,New York City,40.8746,-73.9097,202
212,New York City,40.6616,-73.8971,203
213,New York City,40.8766,-73.9095,204
214,New York City,40.6637,-73.8761,205
215,New York City,40.6168,-73.904,206
216,New York City,40.6255,-73.9869,207
217,New York City,40.6688,-73.9889,208
218,New York City,40.7747,-73.9065,209
219,New York City,40.6686,-73.9046,210
220,New York City,40.704,-73.9406,211
221,New York City,40.5996,-73.9476,212
222,New York City,40.8025,-73.9088,213
223,New York City,40.6867,-73.8675,214
224,New York City,40.7345,-74.0101,215
225,New York City,40.6669,-73.8259,216
226,New York City,40.6546,-73.9419,217
227,New York City,40.6726,-73.8734,218
228,New York City,40.7302,-73.933,219
229,New York City,40.6402,-73.889,220
230,New York City,40.8104,-73.9152,221
231,New York City,40.6692,-73.9139,222
232,New York City,40.7457,-73.8644,223
233,New York City,40.6443,-73.9908,224
234,New York City,40.7408,-73.9268,225
235,New York City,40.7186,-73.8729,226
236,New York City,40.685,-73.9089,227
237,New York City,40.718,-74.0095,228
238,New York City,40.8161,-73.9435,229
239,New York City,40.6173,-74.0131,230
240,New York City,40.8166,-73.8024,231
241,New York City,40.8283,-73.9201,232
242,New York City,40.6964,-73.9181,233
243,New York City,40.7332,-73.8514,234
244,New York City,40.7468,-73.8642,235
245,New York City,40.8215,-73.911,236
246,New York City,40.7404,-73.8934,237
247,New York City,40.7741,-73.9808,238
248,New York City,40.5957,-73.9507,239
249,New York City,40.6645,-73.8714,240
250,New York City,40.6883,-74.0185,241
251,New York City,40.6038,-73.9762,242
252,New York City,40.7448,-73.9872,243
253,New York City,40.7416,-73.9024,244
254,New York City,40.6097,-73.9103,245
256,New York City,40.6541,-73.9796,246
257,New York City,40.7653,-73.9139,247
258,New York City,40.7231,-74.0096,248
259,New York City,40.6934,-73.9129,249
260,New York City,40.7077,-73.8345,250
261,New York City,40.6379,-73.9684,251
262,New York City,40.7426,-73.9997,252
263,New York City,40.7446,-73.9078,253
264,New York City,40.6432,-73.918,254
265,New York City,40.5799,-73.9411,255
266,New York City,40.6075,-73.9218,256
267,New York City,40.7226,-73.8916,257
268,New York City,40.8614,-73.9098,258
269,New York City,40.6841,-73.9798,259
270,New York City,40.7027,-73.905,260
271,New York City,40.8094,-73.9628,261
272,New York City,40.7137,-73.8374,262
273,New York City,40.7196,-73.8771,263
274,New York City,40.798,-73.9601,264
275,New York City,40.8267,-73.9354,265
276,New York City,40.8867,-73.9136,266
277,New York City,40.7262,-73.8779,267
278,New York City,40.7429,-73.8794,268
279,New York City,40.7384,-73.8725,269
280,New York City,40.709,-73.9126,270
281,New York City,40.7681,-73.9646,271
282,New York City,40.7042,-73.981,272
283,New York City,40.6302,-73.9333,273
284,New York City,40.7346,-73.9902,274
285,New York City,40.6248,-73.9949,275
286,New York City,40.6803,-73.9486,276
287,New York City,40.7421,-73.9269,277
288,New York City,40.6876,-73.9519,278
289,New York City,40.7434,-73.9804,279
290,New York City,40.6593,-73.9425,280
291,New York City,40.7438,-73.9157,281
292,New York City,40.6149,-73.9595,282
293,New York City,40.6934,-73.9666,283
294,New York City,40.6706,-73.896,284
295,New York City,40.7119,-73.8553,285
296,New York City,40.6364,-73.9854,286
297,New York City,40.6786,-73.9159,287
298,New York City,40.7647,-73.9232,288
299,New York City,40.6959,-73.9722,289
300,New York City,40.5901,-73.974,290
301,New York City,40.741,-73.8879,291
302,New York City,40.741,-73.8879,291
303,New York City,40.7443,-73.8823,292
304,New York City,40.7904,-73.9426,293
305,New York City,40.6645,-73.9544,294
306,New York City,40.5934,-73.9404,295
307,New York City,40.6915,-73.8277,296
308,New York City,40.6201,-74.0087,297
309,New York City,40.7401,-73.973,298
310,New York City,40.7191,-73.8866,299
311,New York City,40.7408,-73.9757,300
312,New York City,40.7406,-73.9737,301
313,New York City,40.6984,-73.8419,302
314,New York City,40.7344,-73.8932,303
315,New York City,40.6632,-73.8359,304
316,New York City,40.7758,-73.93,305
317,New York City,40.6588,-73.9018,306
318,New York City,40.7047,-73.8359,307
319,New York City,40.6803,-73.9477,308
320,New York City,40.7532,-73.8755,309
321,New York City,40.7575,-73.9323,310
322,New York City,40.6761,-73.9658,311
323,New York City,40.6996,-73.9869,312
324,New York City,40.6149,-73.9296,313
325,New York City,40.806,-73.9542,314
326,New York City,40.8895,-73.9001,315
327,New York City,40.7348,-73.9346,316
328,New York City,40.8065,-73.9266,317
329,New York City,40.756,-73.924,318
330,New York City,40.7429,-73.983,319
331,New York City,40.6065,-73.9253,320
332,New York City,40.6845,-73.9787,321
333,New York City,40.6138,-73.9573,322
334,New York City,40.6146,-73.9091,323
335,New York City,40.7035,-73.8344,324
336,New York City,40.6977,-73.9947,325
337,New York City,40.7845,-73.9438,326
338,New York City,40.6128,-73.9873,327
339,New York City,40.7268,-73.8613,328
340,New York City,40.68,-73.9587,329
341,New York City,40.5978,-73.9994,330
342,New York City,40.6563,-73.9215,331
343,New York City,40.6539,-73.9326,332
344,New York City,40.6776,-74.0099,333
345,New York City,40.6571,-73.9075,334
346,New York City,40.6685,-73.8829,335
347,New York City,40.6675,-73.8452,336
348,New York City,40.8234,-73.9264,337
350,New York City,40.8398,-73.9386,338
351,New York City,40.7189,-73.8709,339
352,New York City,40.8562,-73.9353,340
353,New York City,40.7613,-73.998,341
354,New York City,40.6779,-73.9182,342
355,New York City,40.7034,-73.9504,343
356,New York City,40.7379,-73.9037,344
357,New York City,40.888,-73.905,345
358,New York City,40.8177,-73.936,346
359,New York City,40.6989,-73.8466,347
360,New York City,40.8094,-73.9376,348
361,New York City,40.6274,-74.0403,349
362,New York City,40.8247,-73.9108,350
363,New York City,40.7127,-74.0075,351
364,New York City,40.8145,-73.9516,352
365,New York City,40.7045,-73.8608,353
366,New York City,40.7226,-73.8499,354
367,New York City,40.7745,-73.9367,355
368,New York City,40.7047,-73.9617,356
369,New York City,40.7118,-73.9969,357
370,New York City,40.6649,-73.9114,358
372,New York City,40.6762,-73.9516,359
373,New York City,40.8215,-73.9212,360
374,New York City,40.6877,-73.938,361
375,New York City,40.6375,-73.9886,362
376,New York City,40.6883,-73.8704,363
377,New York City,40.8185,-73.819,364
378,New York City,40.6756,-73.8977,365
379,New York City,40.5791,-73.9466,366
380,New York City,40.5983,-73.9553,367
381,New York City,40.7566,-73.9882,368
382,New York City,40.7264,-73.9862,369
383,New York City,40.8237,-73.9552,370
384,New York City,40.6709,-73.88,371
385,New York City,40.6862,-73.9576,372
386,New York City,40.6279,-73.9321,373
387,New York City,40.6439,-73.9382,374
388,New York City,40.6908,-73.8413,375
389,New York City,40.6593,-73.9521,376
390,New York City,40.6032,-73.9897,377
391,New York City,40.7338,-73.9929,378
392,New York City,40.6343,-73.8961,379
393,New York City,40.5804,-73.9625,380
394,New York City,40.6036,-73.956,381
395,New York City,40.688,-73.9353,382
396,New York City,40.8431,-73.9216,383
397,New York City,40.6304,-73.9875,384
398,New York City,40.6913,-73.9156,385
399,New York City,40.7483,-73.9764,386
400,New York City,40.5781,-73.9668,387
401,New York City,40.7582,-73.9921,388
402,New York City,40.822,-73.9387,389
403,New York City,40.7502,-73.8939,390
404,New York City,40.685,-73.8394,391
405,New York City,40.7474,-73.982,392
406,New York City,40.7686,-73.9288,393
407,New York City,40.6176,-74.0391,394
408,New York City,40.8178,-73.9301,395
409,New York City,40.7129,-73.9065,396
410,New York City,40.7382,-73.8874,397
411,New York City,40.7643,-73.8746,398
412,New York City,40.5937,-73.9483,399
413,New York City,40.7537,-73.9854,400
414,New York City,40.6816,-73.8244,401
415,New York City,40.7973,-73.9663,402
416,New York City,40.7665,-73.8817,403
417,New York City,40.7751,-73.9889,404
418,New York City,40.6905,-73.921,405
419,New York City,40.8202,-73.94,406
420,New York City,40.6106,-73.9821,407
421,New York City,40.6723,-74.0049,408
422,New York City,40.6174,-73.9123,409
423,New York City,40.6709,-73.9777,410
424,New York City,40.7501,-73.869,411
425,New York City,40.7819,-73.9795,412
426,New York City,40.6846,-73.8243,413
427,New York City,40.7664,-73.9958,414
428,New York City,40.6417,-73.9956,415
429,New York City,40.8022,-73.939,416
430,New York City,40.6275,-74.0117,417
431,New York City,40.7627,-73.9852,418
432,New York City,40.7251,-73.9566,419
433,New York City,40.6592,-73.9837,420
434,New York City,40.7126,-73.9495,421
435,New York City,40.6502,-73.8422,422
436,New York City,40.6651,-73.854,423
437,New York City,40.8023,-73.9661,424
438,New York City,40.6463,-74.0063,425
439,New York City,40.7634,-73.9132,426
440,New York City,40.7416,-73.9204,427
441,New York City,40.7567,-73.8617,428
442,New York City,40.6326,-73.8936,429
443,New York City,40.8222,-73.9405,430
444,New York City,40.7511,-73.9418,431
445,New York City,40.6514,-73.9314,432
446,New York City,40.7842,-73.953,433
447,New York City,40.7714,-73.9118,434
448,New York City,40.6658,-73.9615,435
449,New York City,40.749,-73.9495,436
450,New York City,40.6493,-73.9311,437
451,New York City,40.7642,-73.9747,438
452,New York City,40.8839,-73.905,439
453,New York City,40.6317,-73.9243,440
454,New York City,40.5977,-73.9697,441
455,New York City,40.6849,-73.9066,442
456,New York City,40.7587,-73.907,443
457,New York City,40.7034,-73.9201,444
458,New York City,40.7246,-73.8861,445
459,New York City,40.8678,-73.93,446
460,New York City,40.6264,-73.9505,447
461,New York City,40.6287,-73.8994,448
462,New York City,40.8851,-73.9024,449
463,New York City,40.721,-74.0066,450
464,New York City,40.5951,-73.9323,451
465,New York City,40.7793,-73.8452,452
466,New York City,40.67,-73.9529,453
467,New York City,40.7585,-73.8983,454
468,New York City,40.7219,-73.8466,455
469,New York City,40.7644,-73.8879,456
470,New York City,40.8184,-73.8146,457
471,New York City,40.7242,-73.8785,458
472,New York City,40.7514,-73.8598,459
473,New York City,40.6998,-73.9822,460
474,New York City,40.6912,-73.8415,461
475,New York City,40.7326,-73.8922,462
476,New York City,40.7927,-73.8262,463
477,New York City,40.6911,-73.9158,464
478,New York City,40.7125,-73.882,465
479,New York City,40.6818,-73.8751,466
480,New York City,40.6256,-73.9624,467
481,New York City,40.7054,-73.8845,468
482,New York City,40.7464,-73.9914,469
483,New York City,40.6914,-73.8324,470
484,New York City,40.6701,-73.9618,471
485,New York City,40.7388,-73.8816,472
486,New York City,40.6662,-73.9496,473
487,New York City,40.6791,-73.8345,474
488,New York City,40.8605,-73.9272,475
489,New York City,40.7287,-73.9816,476
490,New York City,40.6081,-74.0105,477
491,New York City,40.635,-73.9499,478
492,New York City,40.611,-73.9841,479
493,New York City,40.6197,-73.9504,480
494,New York City,40.6088,-74.011,481
495,New York City,40.6613,-73.8433,482
496,New York City,40.7476,-73.9013,483
497,New York City,40.6712,-73.9337,484
498,New York City,40.6142,-73.9438,485
499,New York City,40.6275,-73.9152,486
500,New York City,40.6742,-73.9538,487
501,New York City,40.742,-73.9964,488
502,New York City,40.5799,-73.9696,489
503,New York City,40.8015,-73.9415,490
504,New York City,40.8034,-73.9551,491
505,New York City,40.6877,-73.9086,492
506,New York City,40.7373,-73.9009,493
507,New York City,40.7928,-73.8248,494
508,New York City,40.6668,-73.9233,495
509,New York City,40.8037,-73.9604,496
510,New York City,40.6282,-74.0251,497
511,New York City,40.7544,-73.9349,498
512,New York City,40.6387,-73.9998,499
513,New York City,40.7832,-73.8448,500
514,New York City,40.7672,-73.982,501
515,New York City,40.7928,-73.9459,502
516,New York City,40.6977,-73.9357,503
517,New York City,40.7779,-73.9598,504
518,New York City,40.7518,-73.8613,505
519,New York City,40.7574,-74.0048,506
520,New York City,40.6969,-73.9841,507
521,New York City,40.64,-73.9575,508
522,New York City,40.652,-73.9401,509
523,New York City,40.6599,-73.9293,510
524,New York City,40.712,-73.9173,511
525,New York City,40.7394,-73.8914,512
526,New York City,40.751,-73.8526,513
527,New York City,40.7347,-73.9988,514
528,New York City,40.7053,-73.923,515
529,New York City,40.7707,-73.8785,516
530,New York City,40.8474,-73.9381,517
531,New York City,40.7259,-73.8474,518
532,New York City,40.6245,-73.9811,519
533,New York City,40.6002,-73.9567,520
534,New York City,40.8204,-73.9579,521
535,New York City,40.5845,-73.9521,522
536,New York City,40.7561,-73.9136,523
537,New York City,40.7006,-73.9146,524
538,New York City,40.6801,-74.017,525
539,New York City,40.8427,-73.918,526
540,New York City,40.7418,-73.9529,527
541,New York City,40.753,-73.8643,528
542,New York City,40.7764,-73.9785,529
543,New York City,40.8343,-73.8167,530
544,New York City,40.779,-73.9545,531
545,New York City,40.613,-73.9697,532
546,New York City,40.5956,-74.0004,533
547,New York City,40.7157,-73.9403,534
548,New York City,40.6852,-73.9461,535
549,New York City,40.6798,-73.8467,536
550,New York City,40.7145,-73.846,537
551,New York City,40.6536,-74.0032,538
552,New York City,40.7956,-73.9741,539
553,New York City,40.7454,-73.9557,540
554,New York City,40.723,-73.8526,541
555,New York City,40.6628,-73.9326,542
556,New York City,40.7006,-73.8888,543
557,New York City,40.6732,-73.8501,544
558,New York City,40.6132,-73.9566,545
559,New York City,40.7665,-73.8672,546
560,New York City,40.577,-73.9515,547
561,New York City,40.6753,-73.8815,548
562,New York City,40.6713,-73.9337,549
563,New York City,40.7535,-73.9871,550
564,New York City,40.7173,-73.9066,551
565,New York City,40.6367,-73.8914,552
566,New York City,40.6597,-73.9876,553
567,New York City,40.6408,-73.9091,554
568,New York City,40.6253,-74.0332,555
569,New York City,40.7873,-73.9503,556
570,New York City,40.8233,-73.9461,557
571,New York City,40.7075,-73.9553,558
572,New York City,40.6852,-73.9106,559
573,New York City,40.6832,-73.9312,560
574,New York City,40.7414,-73.9172,561
575,New York City,40.7282,-73.8446,562
576,New York City,40.6067,-73.9824,563
577,New York City,40.7051,-73.8897,564
578,New York City,40.6482,-73.9607,565
579,New York City,40.7646,-73.9954,566
580,New York City,40.6235,-73.9379,567
581,New York City,40.6154,-73.9994,568
582,New York City,40.584,-73.96,569
583,New York City,40.6859,-73.9864,570
584,New York City,40.7064,-73.9381,571
585,New York City,40.7265,-74.0066,572
586,New York City,40.7796,-73.9156,573
587,New York City,40.7413,-73.9369,574
588,New York City,40.797,-73.9714,575
589,New York City,40.7559,-73.9369,576
590,New York City,40.7039,-73.8703,577
592,New York City,40.771,-73.9056,578
594,New York City,40.5915,-73.9511,579
595,New York City,40.7619,-73.8433,580
597,New York City,40.6024,-73.9825,581
598,New York City,40.8835,-73.906,582
599,New York City,40.7229,-73.9461,583
600,New York City,40.6211,-73.9203,584
601,New York City,40.8847,-73.9028,585
602,New York City,40.7746,-73.9896,586
603,New York City,40.6664,-73.9647,587
604,New York City,40.8622,-73.9284,588
605,New York City,40.7571,-73.962,589
606,New York City,40.6075,-73.9923,590
607,New York City,40.7743,-73.9096,591
609,New York City,40.7728,-73.9584,592
610,New York City,40.6887,-73.8402,593
611,New York City,40.8259,-73.9249,594
612,New York City,40.7875,-73.9528,595
613,New York City,40.6754,-74.0143,596
614,New York City,40.7724,-73.8999,597
615,New York City,40.8277,-73.919,598
616,New York City,40.6059,-73.9803,599
617,New York City,40.7004,-73.9126,600
618,New York City,40.7466,-73.9097,601
619,New York City,40.6753,-73.8948,602
620,New York City,40.7105,-73.8714,603
621,New York City,40.6438,-74.0202,604
622,New York City,40.5983,-73.9614,605
623,New York City,40.6092,-73.9474,606
624,New York City,40.7538,-73.8888,607
625,New York City,40.6684,-73.9416,608
626,New York City,40.6221,-73.992,609
627,New York City,40.7019,-73.9946,610
628,New York City,40.7169,-73.8841,611
629,New York City,40.593,-73.9923,612
630,New York City,40.6515,-73.8379,613
631,New York City,40.7371,-73.9814,614
632,New York City,40.6316,-73.904,615
634,New York City,40.7988,-73.934,616
635,New York City,40.7326,-73.9917,617
636,New York City,40.7539,-73.8936,618
637,New York City,40.6887,-73.9223,619
638,New York City,40.7512,-73.8602,620
639,New York City,40.6289,-74.0336,621
640,New York City,40.6409,-73.9853,622
641,New York City,40.6484,-73.9265,623
642,New York City,40.6044,-74.0131,624
643,New York City,40.758,-73.9087,625
644,New York City,40.8554,-73.9319,626
645,New York City,40.752,-73.9039,627
646,New York City,40.696,-73.8206,628
647,New York City,40.8249,-73.9478,629
648,New York City,40.6877,-73.918,630
649,New York City,40.6496,-73.9262,631
650,New York City,40.5914,-73.943,632
651,New York City,40.7503,-73.9733,633
652,New York City,40.6996,-73.8535,634
653,New York City,40.6331,-73.8907,635
654,New York City,40.7206,-74.0066,636
655,New York City,40.6871,-73.9295,637
656,New York City,40.6902,-73.8349,638
657,New York City,40.816,-73.8186,639
658,New York City,40.5956,-73.992,640
659,New York City,40.7035,-73.9447,641
660,New York City,40.6161,-73.9597,642
661,New York City,40.588,-73.9327,643
662,New York City,40.7352,-73.9098,644
663,New York City,40.6928,-73.9082,645
664,New York City,40.7635,-73.912,646
665,New York City,40.5777,-73.9644,647
666,New York City,40.7176,-73.8589,648
667,New York City,40.8213,-73.9505,649
668,New York City,40.7251,-74.0036,650
669,New York City,40.725,-73.9338,651
670,New York City,40.67,-73.8807,652
671,New York City,40.7183,-73.8379,653
672,New York City,40.7535,-73.9966,654
673,New York City,40.7228,-73.9978,655
674,New York City,40.7532,-73.8944,656
675,New York City,40.8151,-73.8979,657
676,New York City,40.619,-73.9254,658
677,New York City,40.8086,-73.9129,659
678,New York City,40.8768,-73.9086,660
680,New York City,40.7249,-73.9555,661
681,New York City,40.6802,-73.8809,662
682,New York City,40.661,-73.9607,663
683,New York City,40.8315,-73.8226,664
684,New York City,40.7459,-73.8913,665
685,New York City,40.7236,-73.8747,666
686,New York City,40.7174,-73.8755,667
687,New York City,40.7184,-73.9937,668
688,New York City,40.6151,-73.9047,669
689,New York City,40.7487,-73.8978,670
690,New York City,40.6951,-73.9212,671
691,New York City,40.6894,-73.9514,672
692,New York City,40.6243,-73.9397,673
693,New York City,40.8087,-73.9417,674
694,New York City,40.8439,-73.9174,675
695,New York City,40.6386,-73.9067,676
696,New York City,40.8154,-73.8165,677
697,New York City,40.7675,-73.967,678
698,New York City,40.7902,-73.8462,679
699,New York City,40.824,-73.9229,680
700,New York City,40.7524,-73.8532,681
701,New York City,40.6148,-74.0151,682
702,New York City,40.6174,-73.9238,683
703,New York City,40.6857,-73.9898,684
704,New York City,40.6798,-73.9148,685
705,New York City,40.6177,-74.0093,686
706,New York City,40.7074,-73.9505,687
707,New York City,40.6607,-73.9237,688
708,New York City,40.7746,-73.9621,689
709,New York City,40.6217,-73.9988,690
710,New York City,40.7994,-73.9474,691
711,New York City,40.6348,-73.9581,692
712,New York City,40.7326,-73.9519,693
713,New York City,40.6178,-73.9146,694
714,New York City,40.6434,-74.0075,695
715,New York City,40.8749,-73.9106,696
716,New York City,40.7604,-73.8642,697
717,New York City,40.6438,-74.0097,698
718,New York City,40.7187,-73.9966,699
719,New York City,40.6609,-73.888,700
720,New York City,40.7573,-73.8981,701
721,New York City,40.576,-73.9611,702
722,New York City,40.6541,-73.9422,703
723,New York City,40.6314,-74.0043,704
724,New York City,40.697,-73.9756,705
725,New York City,40.824,-73.9436,706
726,New York City,40.7521,-73.9512,707
727,New York City,40.6641,-73.871,708
728,New York City,40.7556,-73.9239,709
729,New York City,40.7283,-73.8987,710
730,New York City,40.7656,-73.9606,711
731,New York City,40.704,-73.8809,712
732,New York City,40.6807,-73.8501,713
733,New York City,40.7112,-73.8624,714
734,New York City,40.6815,-73.8777,715
735,New York City,40.6679,-73.8732,716
736,New York City,40.7614,-73.9663,717
737,New York City,40.6653,-73.8952,718
738,New York City,40.5946,-73.9913,719
739,New York City,40.706,-73.8281,720
740,New York City,40.6586,-73.895,721
741,New York City,40.6783,-73.9996,722
742,New York City,40.7385,-73.9225,723
743,New York City,40.7145,-73.9374,724
744,New York City,40.7622,-73.8828,725
745,New York City,40.7079,-73.9599,726
746,New York City,40.7764,-73.9104,727
747,New York City,40.6865,-73.9483,728
749,New York City,40.8091,-73.9126,729
750,New York City,40.7211,-73.9167,730
751,New York City,40.7998,-73.9702,731
752,New York City,40.6943,-73.9293,732
753,New York City,40.8018,-73.9611,733
754,New York City,40.7336,-73.8805,734
755,New York City,40.7625,-73.9297,735
756,New York City,40.6982,-73.8467,736
757,New York City,40.704,-73.8297,737
758,New York City,40.6234,-73.9864,738
759,New York City,40.6104,-73.9233,739
760,New York City,40.6294,-74.0292,740
761,New York City,40.7583,-73.9727,741
